0,12.82
86400,12.05
172800,11.29
259200,12.04
345600,12.06
432000,14.47
518400,15.56
604800,14.45
691200,10.74
777600,13.03
864000,12.97
950400,14.26
1036800,13.93
1123200,15.64
1209600,17.32
1296000,19.6
1382400,18.66
1468800,19.44
1555200,20.99
1641600,20.05
1728000,18.84
1814400,16.34
1900800,14.72
1987200,16.17
2073600,15.98
2160000,18.87
2246400,19.34
2332800,19.8
2419200,17.96
2505600,13.56
2592000,14.25
2678400,13.07
2764800,14.55
2851200,15.58
2937600,15.43
3024000,17.54
3110400,17.99
3196800,19.06
3283200,16.51
3369600,12.95
3456000,12.98
3542400,14.05
3628800,12.52
3715200,15.65
3801600,16.15
3888000,12.11
3974400,10.29
4060800,11.56
4147200,15.36
4233600,15.03
4320000,18.33
4406400,17.04
4492800,14.72
4579200,14.2
4665600,11.69
4752000,7.83
4838400,8.47
4924800,8.27
5011200,10.52
5097600,10.62
5184000,8.32
5270400,7.93
5356800,11.36
5443200,11.73
5529600,11.67
5616000,12.66
5702400,11.03
5788800,9.54
5875200,10.12
5961600,9.67
6048000,6.73
6134400,6.42
6220800,6.94
6307200,6.73
6393600,5.18
6480000,6.59
6566400,6.03
6652800,4.71
6739200,6.46
6825600,6.06
6912000,3.02
6998400,5.51
7084800,6.23
7171200,5.04
7257600,7.19
7344000,9.21
7430400,3.46
7516800,3.12
7603200,8.05
7689600,9.39
7776000,8.08
7862400,10.11
7948800,9.57
8035200,7.78
8121600,5.53
8208000,5.54
8294400,6.65
8380800,7.97
8467200,9.39
8553600,8.59
8640000,7.27
8726400,6.25
8812800,5.19
8899200,0.71
8985600,0.66
9072000,0.57
9158400,0.57
9244800,3.09
9331200,3.96
9417600,4.28
9504000,4.17
9590400,3.76
9676800,3.79
9763200,4.08
9849600,3.88
9936000,3.59
10022400,3.75
10108800,3.75
10195200,3.75
10281600,3.84
10368000,2.89
10454400,2.02
10540800,3.1
10627200,3.07
10713600,3.02
10800000,1.58
10886400,1.24
10972800,1.67
11059200,1.38
11145600,-1.94
11232000,-1.53
11318400,-5.99
11404800,-4.26
11491200,-0.87
11577600,2.09
11664000,0.99
11750400,1.62
11836800,1.65
11923200,2.36
12009600,1.84
12096000,-1.36
12182400,-0.12
12268800,0.14
12355200,1.14
12441600,1.41
12528000,0.6
12614400,-0.2
12700800,0.53
12787200,0.44
12873600,-0.09
12960000,0.65
13046400,0.88
13132800,1.09
13219200,0.73
13305600,1.3
13392000,1.11
13478400,1.21
13564800,1.52
13651200,1.36
13737600,1.06
13824000,1.15
13910400,1.36
13996800,1.37
14083200,0.71
14169600,0.39
14256000,-0.56
14342400,-0.43
14428800,-0.03
14515200,-1.13
14601600,-1.18
14688000,-1.1
14774400,-0.97
14860800,0.2
14947200,0.51
15033600,0.6
15120000,0.24
15206400,-0.88
15292800,-1.23
15379200,-1.42
15465600,-1.07
15552000,-0.98
15638400,-0.98
15724800,-0.97
15811200,-0.98
15897600,-1.01
15984000,-1.19
16070400,-1.91
16156800,-2.34
16243200,-1.99
16329600,-2.14
16416000,-2.21
16502400,-2.43
16588800,-2.82
16675200,-2.52
16761600,-3.01
16848000,-4.45
16934400,-5.2
17020800,-4.49
17107200,-3.31
17193600,-3.41
17280000,-3.69
17366400,-4.2
17452800,-5.89
17539200,-7.01
17625600,-5.55
17712000,-4.03
17798400,-3.66
17884800,-3.88
17971200,-3.88
18057600,-3.42
18144000,-3.36
18230400,-3.13
18316800,-3.23
18403200,-3.45
18489600,-4.62
18576000,-4.13
18662400,-4.37
18748800,-3.53
18835200,-3.4
18921600,-3.16
19008000,-3.07
19094400,-3.57
19180800,-5.11
19267200,-6.16
19353600,-6.39
19440000,-5.77
19526400,-4.46
19612800,-4.93
19699200,-4.76
19785600,-5.01
19872000,-6.29
19958400,-6.35
