0.02,12.0769367896962
0.04,12.086796583887
0.06,12.0798078687465
0.08,12.0580969201753
0.1,12.0235366036137
0.12,12.0077220425698
0.14,11.9945715565526
0.16,11.9780014484597
0.18,11.9580868016892
0.2,11.934888370393
0.22,11.9084401676647
0.24,11.8787279916684
0.26,11.8456497095614
0.28,11.8089357039204
0.3,11.7679672950615
0.32,11.7270066708044
0.34,11.6867541145158
0.36,11.6440832774444
0.38,11.599091688149
0.4,11.5518783724226
0.42,11.5025435458758
0.44,11.4511882811006
0.46,11.3979141590715
0.48,11.3428229133422
0.5,11.2860160745181
0.52,11.2275946214137
0.54,11.1676586442968
0.56,11.1063070246624
0.58,11.0436371350831
0.6,10.9797445618543
0.62,10.9147228524168
0.64,10.8486632888562
0.66,10.7816546881925
0.68,10.7137832296549
0.7,10.6451323086895
0.72,10.575782417076
0.74,10.5058110482192
0.76,10.4352926264316
0.78,10.3642984588319
0.8,10.2928967083388
0.82,10.2211523861421
0.84,10.1491273619732
0.86,10.07688039047
0.88,10.0044671519374
0.9,9.93194030583271
0.92,9.85934955535271
0.94,9.7867417215669
0.960000000000001,9.71416082561638
0.98,9.6416481775899
1,9.56924247078149
1.02,9.49697988013713
1.04,9.42489416379402
1.06,9.35301676672987
1.08,9.28137692563126
1.1,9.21000177419944
1.12,9.13891644820626
1.14,9.06814418971317
1.16,8.99770644994868
1.18,8.92762299043625
1.2,8.8577497048924
1.22,8.78810478075098
1.24,8.71886766238413
1.26,8.65005261876956
1.28,8.58167271991181
1.3,8.51373992759238
1.32,8.44626518400924
1.34,8.37925849852365
1.36,8.31272903279637
1.38,8.24668518467331
1.4,8.1811346712455
1.42,8.11608461159062
1.44,8.05154160978572
1.46,7.98751183885617
1.48,7.92400112642753
1.5,7.8610150429509
1.52,7.79855899347137
1.54,7.73663831405372
1.56,7.67525837410426
1.58,7.61442468601132
1.6,7.55414302372384
1.62,7.49441955214411
1.64,7.43526096954355
1.66,7.37667466567666
1.68,7.31866889892137
1.7,7.26125299676079
1.72,7.20443758542098
1.74,7.14823485683661
1.76,7.09265888488767
1.78,7.03772600897639
1.8,6.98345531315948
1.82,6.9298692462163
1.84,6.87699445789735
1.86,6.82486298051475
1.88,6.77351398730042
1.9,6.722996565833
1.92,6.67337440044804
1.94,6.62473438098903
1.96,6.57720439525241
1.98,6.53099738745965
2,6.48656435813325
2.02,6.338367983654
2.04,6.09038513458302
2.06,5.85769104847526
2.08,5.63965005092678
2.1,5.43565949234983
2.12,5.24514605309201
2.14,5.06756050281956
2.16,4.90237012585061
2.18,4.74904880633295
2.2,4.60706741693701
2.25,4.47589384635955
2.3,4.3550225335153
2.35,4.24404827064302
2.4,4.14273786046573
2.45,4.05099249410512
2.5,3.96869841705922
2.6,3.89561219823594
2.7,3.83135744942558
2.8,3.77548227572305
2.9,3.72759041486376
3,3.6889064219111
3.2,3.66013747373961
3.4,3.63832668879633
3.6,3.62204766926789
3.8,3.61094202521662
4,3.60466027919898
4.2,3.60286249709304
4.4,3.60521887076737
4.6,3.611410247604
4.8,3.62112860177859
5,3.63407744246376
5.2,3.64997215480031
5.4,3.66854027051522
5.6,3.68952166627093
5.8,3.71266868918713
6,3.73774621035477
6.25,3.80092481228587
6.5,3.91724634564287
6.75,4.04182677641802
7,4.16824546249603
7.25,4.29184325976974
7.5,4.40939562164908
7.75,4.51880485275711
8,4.61883193195126
8.25,4.70887515485327
8.5,4.78879440745334
8.75,4.85877550526357
9,4.91922748342586
9.25,4.97070583857749
9.5,5.01385564385794
9.75,5.04936962412342
10,5.07795741145003
10.5,5.10032315248918
11,5.11714939352379
11.5,5.12908572884822
12,5.1367411029762
12.5,5.14067894641988
13,5.14141452273958
13.5,5.13941400403303
14,5.13509489193007
14.5,5.12882747056813
15,5.1209370346142
15.5,5.11170667302883
16,5.10138042992105
16.5,5.0901666890727
17,5.07824165623026
17.5,5.06575283584488
18,5.05282242260887
18.5,5.03955054072435
19,5.02601828529458
19.5,5.0122905327467
20,4.99841849731621
20.5,4.98444202530612
21,4.97039162347045
21.5,4.95629022849869
22,4.94215472871787
22.5,4.92799725536639
23,4.91382626164784
23.5,4.89964741663158
24,4.88546433561305
24.5,4.87127917743362
25,4.85709313740438
